"lon","lat","id.sample"
-38.75,81.25,"-9999.101"
-38.25,81.25,"-9999.101"
-37.75,81.25,"-9999.101"
-37.25,81.25,"-9999.101"
-36.75,81.25,"-9999.101"
-36.25,81.25,"-9999.101"
-35.75,81.25,"-9999.101"
-35.25,81.25,"-9999.101"
-34.75,81.25,"-9999.102"
-34.25,81.25,"-9999.102"
-33.75,81.25,"-9999.102"
-33.25,81.25,"-9999.102"
-32.75,81.25,"-9999.102"
-32.25,81.25,"-9999.102"
-31.75,81.25,"-9999.102"
-31.25,81.25,"-9999.102"
-30.75,81.25,"-9999.102"
-30.25,81.25,"-9999.102"
-29.75,81.25,"-9999.103"
-29.25,81.25,"51112"
-28.75,81.25,"51112"
-28.25,81.25,"51112"
-27.75,81.25,"51112"
-27.25,81.25,"51112"
-26.75,81.25,"51112"
-26.25,81.25,"51112"
-25.75,81.25,"51112"
-25.25,81.25,"51112"
-24.75,81.25,"51112"
-24.25,81.25,"51112"
-23.75,81.25,"51112"
-23.25,81.25,"51112"
-22.75,81.25,"51112"
-22.25,81.25,"51112"
-21.75,81.25,"51112"
-21.25,81.25,"51112"
-20.75,81.25,"51112"
-20.25,81.25,"51112"
-19.75,81.25,"51112"
-19.25,81.25,"51112"
-18.75,81.25,"51112"
-18.25,81.25,"51112"
-17.75,81.25,"51112"
-17.25,81.25,"51112"
-16.75,81.25,"51112"
-16.25,81.25,"51112"
-15.75,81.25,"51112"
-15.25,81.25,"51112"
-14.75,81.25,"51112"
-14.25,81.25,"51112"
-13.75,81.25,"51112"
-13.25,81.25,"51112"
-12.75,81.25,"51112"
50.25,81.25,"81101"
50.75,81.25,"81101"
54.25,81.25,"81101"
54.75,81.25,"81101"
55.25,81.25,"81101"
55.75,81.25,"81101"
56.25,81.25,"81101"
56.75,81.25,"81101"
57.25,81.25,"81101"
57.75,81.25,"81101"
58.25,81.25,"81101"
58.75,81.25,"81101"
59.25,81.25,"81101"
60.25,81.25,"81101"
60.75,81.25,"81101"
61.25,81.25,"81101"
61.75,81.25,"81101"
63.75,81.25,"81101"
64.25,81.25,"81101"
64.75,81.25,"81101"
65.25,81.25,"81101"
90.25,81.25,"81101"
90.75,81.25,"81101"
91.25,81.25,"81101"
91.75,81.25,"81101"
94.25,81.25,"81101"
94.75,81.25,"81101"
95.25,81.25,"81101"
95.75,81.25,"81101"
96.25,81.25,"81101"
96.75,81.25,"81101"
-96.25,80.75,"51110"
-95.75,80.75,"51110"
-95.25,80.75,"51110"
-94.75,80.75,"51110"
-94.25,80.75,"51110"
-93.75,80.75,"51110"
-93.25,80.75,"51110"
-92.75,80.75,"51110"
-92.25,80.75,"51110"
-91.75,80.75,"51110"
-91.25,80.75,"51110"
-90.75,80.75,"51110"
-90.25,80.75,"51110"
-89.75,80.75,"51110"
-89.25,80.75,"51110"
-88.75,80.75,"51110"
-88.25,80.75,"51110"
-87.75,80.75,"51110"
-87.25,80.75,"51110"
-86.75,80.75,"51110"
-86.25,80.75,"51110"
-85.75,80.75,"51110"
-85.25,80.75,"51110"
-84.75,80.75,"51110"
-84.25,80.75,"51110"
-83.75,80.75,"-9999"
-83.25,80.75,"-9999"
-82.75,80.75,"51110"
-82.25,80.75,"51110"
-81.75,80.75,"51110"
-81.25,80.75,"51110"
-80.75,80.75,"51110"
-80.25,80.75,"51110"
-79.75,80.75,"51110"
-79.25,80.75,"51110"
-78.75,80.75,"51110"
-78.25,80.75,"51110"
-77.75,80.75,"51110"
-77.25,80.75,"51110"
-76.75,80.75,"51110"
-76.25,80.75,"-9999"
-75.75,80.75,"-9999"
-75.25,80.75,"-9999"
-74.75,80.75,"-9999"
-74.25,80.75,"-9999"
-73.75,80.75,"-9999"
-73.25,80.75,"-9999"
-72.75,80.75,"-9999"
-72.25,80.75,"-9999"
-71.75,80.75,"-9999"
-71.25,80.75,"-9999"
-70.75,80.75,"-9999"
-70.25,80.75,"-9999"
-69.75,80.75,"-9999"
-69.25,80.75,"51110"
-68.75,80.75,"51110"
-68.25,80.75,"51110"
-67.75,80.75,"51110"
-67.25,80.75,"51110"
-66.75,80.75,"51112"
-66.25,80.75,"51112"
-65.75,80.75,"51112"
-65.25,80.75,"51112"
-64.75,80.75,"51112"
-64.25,80.75,"51112"
-63.75,80.75,"51112"
-63.25,80.75,"51112"
-62.75,80.75,"51112"
-62.25,80.75,"51112"
-61.75,80.75,"51112"
-61.25,80.75,"-9999.96"
-60.75,80.75,"-9999.96"
-60.25,80.75,"-9999.96"
-59.75,80.75,"-9999.97"
-59.25,80.75,"-9999.97"
-58.75,80.75,"-9999.97"
-58.25,80.75,"-9999.97"
-57.75,80.75,"-9999.97"
-57.25,80.75,"-9999.97"
-56.75,80.75,"-9999.97"
-56.25,80.75,"-9999.97"
-55.75,80.75,"-9999.97"
-55.25,80.75,"-9999.97"
-54.75,80.75,"-9999.98"
-54.25,80.75,"-9999.98"
-53.75,80.75,"-9999.98"
-53.25,80.75,"-9999.98"
-52.75,80.75,"-9999.98"
-52.25,80.75,"-9999.98"
-51.75,80.75,"-9999.98"
-51.25,80.75,"-9999.98"
-50.75,80.75,"-9999.98"
-50.25,80.75,"-9999.98"
-49.75,80.75,"-9999.99"
-49.25,80.75,"-9999.99"
-48.75,80.75,"-9999.99"
-48.25,80.75,"-9999.99"
-47.75,80.75,"-9999.99"
-47.25,80.75,"-9999.99"
-46.75,80.75,"-9999.99"
-46.25,80.75,"-9999.99"
-45.75,80.75,"-9999.99"
-45.25,80.75,"-9999.99"
-44.75,80.75,"-9999.1"
-44.25,80.75,"-9999.1"
-43.75,80.75,"-9999.1"
-43.25,80.75,"-9999.1"
-42.75,80.75,"-9999.1"
-42.25,80.75,"-9999.1"
-41.75,80.75,"-9999.1"
-41.25,80.75,"-9999.1"
-40.75,80.75,"-9999.1"
-40.25,80.75,"-9999.1"
-39.75,80.75,"-9999.101"
-39.25,80.75,"-9999.101"
-38.75,80.75,"-9999.101"
-38.25,80.75,"-9999.101"
-37.75,80.75,"-9999.101"
-37.25,80.75,"-9999.101"
-36.75,80.75,"-9999.101"
-36.25,80.75,"-9999.101"
-35.75,80.75,"-9999.101"
-35.25,80.75,"-9999.101"
-34.75,80.75,"-9999.102"
-34.25,80.75,"-9999.102"
-33.75,80.75,"-9999.102"
-33.25,80.75,"-9999.102"
-32.75,80.75,"-9999.102"
-32.25,80.75,"-9999.102"
-31.75,80.75,"-9999.102"
-31.25,80.75,"-9999.102"
-30.75,80.75,"-9999.102"
-30.25,80.75,"-9999.102"
-29.75,80.75,"-9999.103"
-29.25,80.75,"51112"
-28.75,80.75,"51112"
-28.25,80.75,"51112"
-27.75,80.75,"51112"
-27.25,80.75,"51112"
-26.75,80.75,"51112"
-26.25,80.75,"51112"
-25.75,80.75,"51112"
-25.25,80.75,"51112"
-24.75,80.75,"51112"
-24.25,80.75,"51112"
-23.75,80.75,"51112"
-23.25,80.75,"51112"
-22.75,80.75,"51112"
-22.25,80.75,"51112"
-21.75,80.75,"51112"
-21.25,80.75,"51112"
-20.75,80.75,"51112"
-20.25,80.75,"51112"
-19.75,80.75,"51112"
-19.25,80.75,"51112"
-18.75,80.75,"51112"
-18.25,80.75,"51112"
-17.75,80.75,"51112"
-17.25,80.75,"51112"
-16.75,80.75,"51112"
-16.25,80.75,"51112"
-15.75,80.75,"51112"
-15.25,80.75,"51112"
-14.75,80.75,"51112"
19.75,80.75,"81101"
20.25,80.75,"81101"
20.75,80.75,"81101"
21.25,80.75,"81101"
44.75,80.75,"81101"
45.25,80.75,"81101"
45.75,80.75,"81101"
46.25,80.75,"81101"
46.75,80.75,"81101"
47.25,80.75,"81101"
47.75,80.75,"81101"
48.25,80.75,"81101"
48.75,80.75,"81101"
49.25,80.75,"81101"
49.75,80.75,"81101"
50.25,80.75,"81101"
50.75,80.75,"81101"
51.25,80.75,"81101"
51.75,80.75,"81101"
53.25,80.75,"81101"
53.75,80.75,"81101"
54.25,80.75,"81101"
54.75,80.75,"81101"
55.25,80.75,"81101"
