"x","y","species","presence","group"
-67.25,-15.75,"Ameerega yungicola",1,"Amphibians"
26.75,-3.25,"Amietia amieti",1,"Amphibians"
28.75,-29.25,"Amietia dracomontana",1,"Amphibians"
29.25,-29.25,"Amietia dracomontana",1,"Amphibians"
28.25,-29.75,"Amietia dracomontana",1,"Amphibians"
28.75,-29.75,"Amietia dracomontana",1,"Amphibians"
29.25,-29.75,"Amietia dracomontana",1,"Amphibians"
28.25,-30.25,"Amietia dracomontana",1,"Amphibians"
28.75,-30.25,"Amietia dracomontana",1,"Amphibians"
28.25,-28.75,"Amietia hymenopus",1,"Amphibians"
28.75,-28.75,"Amietia hymenopus",1,"Amphibians"
29.25,-28.75,"Amietia hymenopus",1,"Amphibians"
28.25,-29.25,"Amietia hymenopus",1,"Amphibians"
28.75,-29.25,"Amietia hymenopus",1,"Amphibians"
29.25,-29.25,"Amietia hymenopus",1,"Amphibians"
29.75,-29.25,"Amietia hymenopus",1,"Amphibians"
29.25,-29.75,"Amietia hymenopus",1,"Amphibians"
29.75,-29.75,"Amietia hymenopus",1,"Amphibians"
32.75,-18.25,"Amietia inyangae",1,"Amphibians"
32.75,-19.25,"Amietia inyangae",1,"Amphibians"
32.75,-19.75,"Amietia inyangae",1,"Amphibians"
35.75,-15.75,"Amietia johnstoni",1,"Amphibians"
35.75,-16.25,"Amietia johnstoni",1,"Amphibians"
29.75,-1.25,"Amietia lubrica",1,"Amphibians"
29.75,-1.75,"Amietia lubrica",1,"Amphibians"
29.75,0.75,"Amietia ruwenzorica",1,"Amphibians"
30.25,0.75,"Amietia ruwenzorica",1,"Amphibians"
29.75,0.25,"Amietia ruwenzorica",1,"Amphibians"
30.25,0.25,"Amietia ruwenzorica",1,"Amphibians"
38.75,-4.75,"Amietia tenuoplicata",1,"Amphibians"
38.75,-5.25,"Amietia tenuoplicata",1,"Amphibians"
35.25,-8.25,"Amietia viridireticulata",1,"Amphibians"
35.75,-8.25,"Amietia viridireticulata",1,"Amphibians"
33.75,-10.25,"Amietia viridireticulata",1,"Amphibians"
33.75,-10.75,"Amietia viridireticulata",1,"Amphibians"
8.75,5.75,"Amnirana asperrima",1,"Amphibians"
9.25,5.25,"Amnirana asperrima",1,"Amphibians"
9.75,5.25,"Amnirana asperrima",1,"Amphibians"
10.25,5.25,"Amnirana asperrima",1,"Amphibians"
9.25,4.75,"Amnirana asperrima",1,"Amphibians"
9.75,4.75,"Amnirana asperrima",1,"Amphibians"
10.25,4.75,"Amnirana asperrima",1,"Amphibians"
10.25,4.25,"Amnirana asperrima",1,"Amphibians"
-9.75,10.75,"Amnirana fonensis",1,"Amphibians"
-8.75,8.75,"Amnirana fonensis",1,"Amphibians"
14.25,-10.25,"Amnirana parkeriana",1,"Amphibians"
14.75,-10.25,"Amnirana parkeriana",1,"Amphibians"
14.25,-10.75,"Amnirana parkeriana",1,"Amphibians"
14.75,-10.75,"Amnirana parkeriana",1,"Amphibians"
95.25,29.25,"Amolops aniqiaoensis",1,"Amphibians"
91.25,26.75,"Amolops assamensis",1,"Amphibians"
91.75,26.75,"Amolops assamensis",1,"Amphibians"
91.25,26.25,"Amolops assamensis",1,"Amphibians"
91.75,26.25,"Amolops assamensis",1,"Amphibians"
98.25,27.75,"Amolops bellulus",1,"Amphibians"
98.75,26.25,"Amolops bellulus",1,"Amphibians"
98.75,25.75,"Amolops bellulus",1,"Amphibians"
102.25,22.75,"Amolops caelumnoctis",1,"Amphibians"
78.25,30.25,"Amolops chakrataensis",1,"Amphibians"
78.25,29.75,"Amolops chakrataensis",1,"Amphibians"
105.75,17.75,"Amolops compotrix",1,"Amphibians"
107.75,15.25,"Amolops compotrix",1,"Amphibians"
104.25,21.75,"Amolops cucae",1,"Amphibians"
114.75,23.25,"Amolops hongkongensis",1,"Amphibians"
113.75,22.25,"Amolops hongkongensis",1,"Amphibians"
114.25,22.25,"Amolops hongkongensis",1,"Amphibians"
104.75,22.75,"Amolops iriodes",1,"Amphibians"
79.75,29.75,"Amolops jaunsari",1,"Amphibians"
80.25,29.75,"Amolops jaunsari",1,"Amphibians"
79.75,29.25,"Amolops jaunsari",1,"Amphibians"
80.25,29.25,"Amolops jaunsari",1,"Amphibians"
98.25,27.75,"Amolops kaulbacki",1,"Amphibians"
102.25,28.25,"Amolops liangshanensis",1,"Amphibians"
102.75,28.25,"Amolops liangshanensis",1,"Amphibians"
102.25,27.75,"Amolops liangshanensis",1,"Amphibians"
102.75,27.75,"Amolops liangshanensis",1,"Amphibians"
97.75,25.75,"Amolops longimanus",1,"Amphibians"
98.25,25.75,"Amolops longimanus",1,"Amphibians"
97.75,25.25,"Amolops longimanus",1,"Amphibians"
98.25,25.25,"Amolops longimanus",1,"Amphibians"
95.25,29.25,"Amolops medogensis",1,"Amphibians"
95.75,29.25,"Amolops medogensis",1,"Amphibians"
103.75,22.25,"Amolops minutus",1,"Amphibians"
86.25,27.75,"Amolops nepalicus",1,"Amphibians"
107.75,15.25,"Amolops spinapectoralis",1,"Amphibians"
108.25,15.25,"Amolops spinapectoralis",1,"Amphibians"
107.75,14.75,"Amolops spinapectoralis",1,"Amphibians"
108.25,14.75,"Amolops spinapectoralis",1,"Amphibians"
108.25,14.25,"Amolops spinapectoralis",1,"Amphibians"
103.75,22.25,"Amolops splendissimus",1,"Amphibians"
100.75,24.75,"Amolops tuberodepressus",1,"Amphibians"
101.25,24.75,"Amolops tuberodepressus",1,"Amphibians"
100.75,24.25,"Amolops tuberodepressus",1,"Amphibians"
101.25,24.25,"Amolops tuberodepressus",1,"Amphibians"
100.75,23.75,"Amolops tuberodepressus",1,"Amphibians"
101.25,23.75,"Amolops tuberodepressus",1,"Amphibians"
102.25,22.25,"Amolops vitreus",1,"Amphibians"
-106.25,41.25,"Anaxyrus baxteri",1,"Amphibians"
-118.25,37.25,"Anaxyrus exsul",1,"Amphibians"
-116.75,37.25,"Anaxyrus nelsoni",1,"Amphibians"
-116.75,36.75,"Anaxyrus nelsoni",1,"Amphibians"
-77.75,-0.25,"Andinobates abditus",1,"Amphibians"
-77.25,6.25,"Andinobates altobueyensis",1,"Amphibians"
-76.25,5.25,"Andinobates bombetes",1,"Amphibians"
-75.75,5.25,"Andinobates bombetes",1,"Amphibians"
-76.25,4.75,"Andinobates bombetes",1,"Amphibians"
-75.75,4.75,"Andinobates bombetes",1,"Amphibians"
-76.75,3.75,"Andinobates bombetes",1,"Amphibians"
-76.25,3.75,"Andinobates bombetes",1,"Amphibians"
-82.25,9.25,"Andinobates claudiae",1,"Amphibians"
-75.25,5.75,"Andinobates daleswansoni",1,"Amphibians"
-74.75,5.75,"Andinobates daleswansoni",1,"Amphibians"
-75.25,5.25,"Andinobates daleswansoni",1,"Amphibians"
-74.75,5.25,"Andinobates daleswansoni",1,"Amphibians"
-75.25,5.25,"Andinobates dorisswansonae",1,"Amphibians"
-74.75,5.25,"Andinobates dorisswansonae",1,"Amphibians"
-75.25,4.75,"Andinobates dorisswansonae",1,"Amphibians"
-74.75,4.75,"Andinobates dorisswansonae",1,"Amphibians"
