"x","y","cropland_irrigated","cropland_rainfed","cropland_total","pastures"
-100.75,56.25,0,0.00525704411168893,0.00525704411168893,0.00632234175379078
-100.25,56.25,0,0.00278305610797058,0.00278305610797058,0.00686713339140018
-99.75,56.25,0,0.00259774840281655,0.00259774840281655,0.00563531639054418
-99.25,56.25,0,0.00111682720404739,0.00111682720404739,0.00144847306267669
-98.75,56.25,0,0.00218487655123075,0.00218487655123075,0.000940722723801931
-98.25,56.25,0,0.00410846668916444,0.00410846668916444,0.00141236142953858
-97.75,56.25,0,0.000817261254026865,0.000817261254026865,0.00108428936994945
-97.25,56.25,0,0,0,0.000696915686906626
-96.75,56.25,0,0,0,0.00147171110535661
-96.25,56.25,0,0,0,0.000271040160441771
-95.75,56.25,0,0,0,0.001071125032225
-95.25,56.25,0,0,0,0.000421088364479753
-94.75,56.25,0,0,0,0.000447343019186519
-94.25,56.25,0,0,0,1.98350234010528e-05
-93.75,56.25,0,0,0,6.56568239113161e-06
-93.25,56.25,0,0,0,7.56414333106174e-05
-92.75,56.25,0,0,0,5.75018326950764e-06
-92.25,56.25,0,0,0,5.93678825377234e-06
-91.75,56.25,0,0,0,4.01592368082978e-06
-91.25,56.25,0,0,0,4.8367691609504e-06
-90.75,56.25,0,0,0,0
-90.25,56.25,0,0,0,1.81210546240133e-05
-89.75,56.25,0,0,0,0
-89.25,56.25,0,0,0,0
-88.75,56.25,0,0,0,0
-88.25,56.25,0,0,0,0
-87.75,56.25,0,0,0,5.83019038155423e-06
-79.75,56.25,0,0,0,0
-79.25,56.25,0,0,0,0
-78.75,56.25,0,0,0,0
-76.75,56.25,0,0,0,0.000626125768758357
-76.25,56.25,0,0,0,0.000257044406801773
-75.75,56.25,0,0,0,0.000245796300199193
-75.25,56.25,0,0,0,5.48884897095074e-06
-74.75,56.25,0,0,0,2.54233915256918e-05
-74.25,56.25,0,0,0,9.37653940733677e-05
-73.75,56.25,0,0,0,8.87339364756675e-05
-73.25,56.25,0,0,0,0.000118604761519236
-72.75,56.25,0,0,0,0.000213265934629211
-72.25,56.25,0,0,0,0.00012362687048153
-71.75,56.25,0,0,0,0.000149231250300848
-71.25,56.25,0,0,0,0.000753754992426063
-70.75,56.25,0,0,0,0.00159405370941386
-70.25,56.25,0,0,0,0.00179776969598606
-69.75,56.25,0,0,0,0.000879028798469032
-69.25,56.25,0,1.21760595599577e-05,1.21760595599577e-05,0.00220659904492398
-68.75,56.25,0,0,0,0.00211956996160249
-68.25,56.25,0,0,0,0.00287549145674954
-67.75,56.25,0,8.26539026093087e-06,8.26539026093087e-06,0.00188407797832042
-67.25,56.25,0,0,0,0.00127054604624088
-66.75,56.25,0,0,0,0.000446181768590274
-66.25,56.25,0,0,0,0.000140321640355978
-65.75,56.25,0,0,0,0.000554879440460354
-65.25,56.25,0,0,0,0.00113654333011558
-64.75,56.25,0,1.07892164123768e-05,1.07892164123768e-05,0.000360554877746229
-64.25,56.25,0,8.28955650528466e-06,8.28955650528466e-06,0.000604630077335363
-63.75,56.25,0,0,0,0.000327602835992972
-63.25,56.25,0,0,0,0.00123102618769432
-62.75,56.25,0,2.47453860235206e-05,2.47453860235206e-05,0.00324268936334799
-62.25,56.25,0,3.47681578811413e-05,3.47681578811413e-05,0.00413239138821761
-61.75,56.25,0,7.84603868548099e-06,7.84603868548099e-06,0.00275214046705514
-61.25,56.25,0,1.33535846543964e-05,1.33535846543964e-05,0.000946150766685605
-60.75,56.25,0,0,0,6.30327166012042e-06
-6.75,56.25,0,0,0,0
-6.25,56.25,0,0.0103990800989171,0.0103990800989171,0.106144339591265
-5.75,56.25,0,0.0398434498657783,0.0398434498657783,0.229085802038511
-5.25,56.25,0,0.0706730417907238,0.0706730417907238,0.368090396126111
-4.75,56.25,0,0.0818976556261381,0.0818976556261381,0.485778234402339
-4.25,56.25,0,0.0969071383277575,0.0969071383277575,0.539716990788778
-3.75,56.25,0,0.241496206820011,0.241496206820011,0.459702277183533
-3.25,56.25,0,0.325293994943301,0.325293994943301,0.255620764195919
-2.75,56.25,0,0.161387761930625,0.161387761930625,0.106211292743683
8.25,56.25,0.0454872045665979,0.297051153580348,0.342538359761238,0.0468337307373683
8.75,56.25,0,0.623840816815694,0.623840816815694,0.0588052024443944
9.25,56.25,0.04679571253558,0.468860907355944,0.51565661629041,0.0584621965885162
9.75,56.25,0.0359192863106728,0.51999686062336,0.555916148424149,0.0555557295680046
10.25,56.25,0.0497394058853388,0.414193876584371,0.463933285077413,0.0308728691190481
10.75,56.25,0,0.244306583702564,0.244306583702564,0.0266380006447434
12.25,56.25,0,0.0795017225046953,0.0795017225046953,0.00721378391608596
12.75,56.25,0.0181381889657738,0.353028039137522,0.371166229248047,0.0482911492387454
13.25,56.25,0.0350817993904153,0.138735356926918,0.173817156255245,0.0146952600528797
13.75,56.25,0,0.116153670599063,0.116153670599063,0.00039351396553684
14.25,56.25,0.042918816767633,0.135747587929169,0.178666403392951,0.0198065268496672
14.75,56.25,0.00408338904380798,0.0826782849927743,0.0867616737882296,0.00456037737894803
15.25,56.25,0,0.0628350276499987,0.0628350276499987,0.00221338277527442
15.75,56.25,0,0.05813312754035,0.05813312754035,0.00698078811789552
16.25,56.25,0,0.0893056040008863,0.0893056040008863,0.0446733977645636
16.75,56.25,0,0.0337722298999627,0.0337722298999627,0.0196873707696795
21.25,56.25,0,0.214662550389767,0.214662550389767,0.0838875256478786
21.75,56.25,0,0.405733899275462,0.405733899275462,0.104498802622159
22.25,56.25,0,0.463654592633247,0.463654592633247,0.105391342192888
22.75,56.25,0,0.417704487840335,0.417704487840335,0.108838771283627
23.25,56.25,0,0.41986842751503,0.41986842751503,0.105622491488854
23.75,56.25,0,0.58310099542141,0.58310099542141,0.122214609384537
24.25,56.25,0,0.574863375226657,0.574863375226657,0.135725873708725
24.75,56.25,0,0.451616114377975,0.451616114377975,0.0902076145013173
25.25,56.25,0,0.213849424819152,0.213849424819152,0.0660552593568961
25.75,56.25,0,0.188234460850557,0.188234460850557,0.100403737525145
26.25,56.25,0,0.198328960935275,0.198328960935275,0.13940926839908
26.75,56.25,0,0.264087098340193,0.264087098340193,0.140224229792754
27.25,56.25,0,0.153899237513542,0.153899237513542,0.0943344496190548
27.75,56.25,0,0.143438599507014,0.143438599507014,0.0428384921203057
28.25,56.25,0,0.0746868861218293,0.0746868861218293,0.0610092072437207
28.75,56.25,0,0.0455248000721137,0.0455248000721137,0.0283998635287086
29.25,56.25,0,0.0430352988342444,0.0430352988342444,0.0264606340477864
29.75,56.25,0,0.0763388705750307,0.0763388705750307,0.0172115268806616
30.25,56.25,0,0.225534272193909,0.225534272193909,0.0561419247339169
30.75,56.25,0,0.178926318387191,0.178926318387191,0.0658855964740117
31.25,56.25,0,0.0196373883634806,0.0196373883634806,0.0179136337712407
31.75,56.25,0,0.0276000330224633,0.0276000330224633,0.0422087281942368
32.25,56.25,0,0.0153358204911153,0.0153358204911153,0.016313930756102
32.75,56.25,0,0.019225085588793,0.019225085588793,0.0386608948310216
33.25,56.25,0,0.0864861572782199,0.0864861572782199,0.0257440735896428
33.75,56.25,0,0.147174620628357,0.147174620628357,0.0240248963236809
34.25,56.25,0,0.236709375679493,0.236709375679493,0.0472979300965865
34.75,56.25,0,0.22219404031833,0.22219404031833,0.0528189335018396
35.25,56.25,0,0.310363045334816,0.310363045334816,0.0564878949274619
35.75,56.25,0,0.305021824439367,0.305021824439367,0.100363815327485
36.25,56.25,0,0.104355973750353,0.104355973750353,0.122536808252335
36.75,56.25,0,0.166986151536306,0.166986151536306,0.164747934043407
37.25,56.25,0,0.175942389667034,0.175942389667034,0.171017548441887
37.75,56.25,0,0.116764467954636,0.116764467954636,0.150050551195939
38.25,56.25,0,0.114105997482936,0.114105997482936,0.133885439236959
38.75,56.25,0,0.19163926790158,0.19163926790158,0.103762678802013
39.25,56.25,0,0.166993369658788,0.166993369658788,0.0676338118811448
39.75,56.25,0,0.383915798862775,0.383915798862775,0.137468123932679
40.25,56.25,0,0.51017331580321,0.51017331580321,0.185472323993842
40.75,56.25,0,0.221662873029709,0.221662873029709,0.10683838352561
41.25,56.25,0,0.141279194752375,0.141279194752375,0.113598678757747
41.75,56.25,0,0.119373601426681,0.119373601426681,0.110361752162377
42.25,56.25,0,0.173809285958608,0.173809285958608,0.141725750267506
42.75,56.25,0,0.102353122333686,0.102353122333686,0.134483756124973
43.25,56.25,0,0.214628569285075,0.214628569285075,0.17120102395614
43.75,56.25,0,0.323925563693047,0.323925563693047,0.154752972225348
44.25,56.25,0,0.264778358737628,0.264778358737628,0.166240840653578
44.75,56.25,0,0.105783321211735,0.105783321211735,0.0755005958179633
45.25,56.25,0,0.104662581781546,0.104662581781546,0.0928204901516438
45.75,56.25,0,0.156674925486247,0.156674925486247,0.0984108130137126
46.25,56.25,0,0.192018364369869,0.192018364369869,0.0896886917452017
46.75,56.25,0,0.0221928240731359,0.0221928240731359,0.0176988937581579
47.25,56.25,0,0.145130706826846,0.145130706826846,0.0682013218601545
47.75,56.25,0,0.0968690328299999,0.0968690328299999,0.064768381913503
48.25,56.25,0,0.0911366502443949,0.0911366502443949,0.0560901413361231
48.75,56.25,0,0.339518590768178,0.339518590768178,0.122972653309504
49.25,56.25,0,0.545314880212148,0.545314880212148,0.161626627047857
49.75,56.25,0,0.642901170253754,0.642901170253754,0.179681488374869
50.25,56.25,0,0.56376971801122,0.56376971801122,0.180525140961011
50.75,56.25,0,0.614274525642395,0.614274525642395,0.183387054502964
51.25,56.25,0,0.371846719582876,0.371846719582876,0.12298956712087
51.75,56.25,0,0.231957699855169,0.231957699855169,0.102532665183147
52.25,56.25,0,0.366571587324142,0.366571587324142,0.180290216207504
52.75,56.25,0,0.419557969768842,0.419557969768842,0.163436566789945
53.25,56.25,0,0.437615922093391,0.437615922093391,0.169215197861195
53.75,56.25,0,0.495519783099492,0.495519783099492,0.214121474822362
54.25,56.25,0,0.270093494653702,0.270093494653702,0.130937234560649
54.75,56.25,0,0.443844360113144,0.443844360113144,0.134003023803234
55.25,56.25,0,0.564056245485942,0.564056245485942,0.180205918848515
55.75,56.25,0,0.397252381841342,0.397252381841342,0.153450364371141
56.25,56.25,0,0.291798687974612,0.291798687974612,0.111017027745644
56.75,56.25,0,0.157776443660259,0.157776443660259,0.0593259493509928
57.25,56.25,0,0.0444458972662687,0.0444458972662687,0.019292840299507
57.75,56.25,0,0.16557706023256,0.16557706023256,0.0425674901654323
58.25,56.25,0,0.68759684463342,0.68759684463342,0.109599005927642
58.75,56.25,0,0.2900297443072,0.2900297443072,0.087951435148716
59.25,56.25,0,0.153839754313231,0.153839754313231,0.10185393144687
59.75,56.25,0,0.00581882213397572,0.00581882213397572,0.0131452085760732
60.25,56.25,0,0.0116856801478813,0.0116856801478813,0.01879726977398
60.75,56.25,0,0.0864477285494407,0.0864477285494407,0.077314825852712
61.25,56.25,0,0.303213187058767,0.303213187058767,0.145761751631896
61.75,56.25,0,0.420446482300758,0.420446482300758,0.251082982122898
62.25,56.25,0,0.420658026138941,0.420658026138941,0.270210060477257
62.75,56.25,0,0.415498512983322,0.415498512983322,0.258672300974528
63.25,56.25,0,0.405910156170527,0.405910156170527,0.236768089234829
63.75,56.25,0,0.358737470706304,0.358737470706304,0.19586863865455
64.25,56.25,0,0.325860052307447,0.325860052307447,0.156402557591597
64.75,56.25,0,0.302853190898895,0.302853190898895,0.178404327730338
65.25,56.25,0,0.298288235068321,0.298288235068321,0.174906633297602
65.75,56.25,0,0.476791215936343,0.476791215936343,0.228167326251666
66.25,56.25,0,0.672229135036469,0.672229135036469,0.180195693174998
66.75,56.25,0,0.668285228808721,0.668285228808721,0.12748600145181
67.25,56.25,0,0.575289350748062,0.575289350748062,0.140049639592568
67.75,56.25,0,0.683694227536519,0.683694227536519,0.172788595159849
68.25,56.25,0,0.703552196423213,0.703552196423213,0.138659263153871
68.75,56.25,0,0.689142668247223,0.689142668247223,0.154260958979527
69.25,56.25,0,0.71395455400149,0.71395455400149,0.150417311986287
69.75,56.25,0,0.727842582265536,0.727842582265536,0.142887497444948
70.25,56.25,0,0.737075028816859,0.737075028816859,0.0944980358084043
70.75,56.25,0,0.721749403079351,0.721749403079351,0.111949739853541
71.25,56.25,0,0.40553026398023,0.40553026398023,0.144786786536376
71.75,56.25,0,0.331418174505234,0.331418174505234,0.248767436047395
72.25,56.25,0,0.433125667770704,0.433125667770704,0.252898762126764
72.75,56.25,0,0.36245336830616,0.36245336830616,0.194741126894951
73.25,56.25,0,0.436728288729986,0.436728288729986,0.182086145381133
73.75,56.25,0,0.404907237490018,0.404907237490018,0.15373310148716
74.25,56.25,0,0.429457982381185,0.429457982381185,0.168419485787551
74.75,56.25,0,0.456949269771576,0.456949269771576,0.22265616406997
75.25,56.25,0,0.275244780381521,0.275244780381521,0.202488691608111
75.75,56.25,0,0.37416349252065,0.37416349252065,0.226775099337101
76.25,56.25,0,0.326794159412384,0.326794159412384,0.21474265952905
76.75,56.25,0,0.330046685536702,0.330046685536702,0.271386579672496
77.25,56.25,0,0.208606792489688,0.208606792489688,0.14549223035574
77.75,56.25,0,0.171449346840382,0.171449346840382,0.117759763201078
78.25,56.25,0,0.1561552926898,0.1561552926898,0.112900728483995
78.75,56.25,0,0.12431787326932,0.12431787326932,0.122923738757769
79.25,56.25,0,0.0738623701035976,0.0738623701035976,0.105799712985754
79.75,56.25,0,0.13344455063343,0.13344455063343,0.18450604279836
80.25,56.25,0,0.115267267326514,0.115267267326514,0.18843070268631
80.75,56.25,0,0.0559236571813623,0.0559236571813623,0.184455294410388
81.25,56.25,0,0.110388482858737,0.110388482858737,0.206578622758389
81.75,56.25,0,0.0418734965845943,0.0418734965845943,0.0867594003677368
82.25,56.25,0,0.0490931543211142,0.0490931543211142,0.0855004745225112
82.75,56.25,0,0.0155137980667253,0.0155137980667253,0.0373183398197095
83.25,56.25,0,0.306088548650344,0.306088548650344,0.0773587266604106
83.75,56.25,0,0.816537829240163,0.816537829240163,0.0735093838224808
84.25,56.25,0,0.15910753061374,0.15910753061374,0.0538831956684589
84.75,56.25,0,0.372124648590883,0.372124648590883,0.0549911404649417
85.25,56.25,0,0.335067559281985,0.335067559281985,0.0190829088911414
85.75,56.25,0,0.0657873725518584,0.0657873725518584,0.0230036182329059
86.25,56.25,0,0.289985130727291,0.289985130727291,0.0645665135234594
86.75,56.25,0,0.180157185594241,0.180157185594241,0.0444192117700974
87.25,56.25,0,0.138798411438862,0.138798411438862,0.117496959865093
87.75,56.25,0,0.303941218554974,0.303941218554974,0.0813236348330975
88.25,56.25,0,0.214489614466826,0.214489614466826,0.0155731144361198
88.75,56.25,0,0.104941405604283,0.104941405604283,0.0107077375054359
89.25,56.25,0,0.248557417591413,0.248557417591413,0.0513882130384445
89.75,56.25,0,0.378917735815048,0.378917735815048,0.0358309338490168
90.25,56.25,0,0.378386848668257,0.378386848668257,0.0738037124276161
90.75,56.25,0,0.274756632745266,0.274756632745266,0.0524583394328753
91.25,56.25,0,0.0411062468464176,0.0411062468464176,0.00597673836164176
91.75,56.25,0,0.00605821658391506,0.00605821658391506,0.00476475407679876
92.25,56.25,0,0.0074774693697691,0.0074774693697691,0.032584130205214
92.75,56.25,0,0.365468971431255,0.365468971431255,0.193525852759679
93.25,56.25,0,0.630525263150533,0.630525263150533,0.137478967010975
93.75,56.25,0,0.0375436297307412,0.0375436297307412,0.0445081226527691
94.25,56.25,0,0.0138675054224829,0.0138675054224829,0.0627516761422157
94.75,56.25,0,0.0973517850041389,0.0973517850041389,0.0746561465164026
95.25,56.25,0,0.559074104825656,0.559074104825656,0.13208045810461
95.75,56.25,0,0.471185589830081,0.471185589830081,0.17341809819142
96.25,56.25,0,0.134736388921738,0.134736388921738,0.114543897906939
96.75,56.25,0,0.094242424890399,0.094242424890399,0.081855329622825
97.25,56.25,0,0.0118111190851778,0.0118111190851778,0.0461171013613542
97.75,56.25,0,0.0331726642946402,0.0331726642946402,0.0546192727982998
98.25,56.25,0,0.0720357918490966,0.0720357918490966,0.0523573011159897
98.75,56.25,0,0.00299053232690009,0.00299053232690009,0.0496285842110713
99.25,56.25,0,0.0519948200633128,0.0519948200633128,0.0400049834201733
99.75,56.25,0,0.00883617935857425,0.00883617935857425,0.0469500320653121
100.25,56.25,0,0.00027333639615487,0.00027333639615487,0.0564622048288584
100.75,56.25,0,0.000318022868547511,0.000318022868547511,0.0469531444211801
101.25,56.25,0,0.0392526947272321,0.0392526947272321,0.0407554266353448
101.75,56.25,0,0.0128531108299891,0.0128531108299891,0.0203473369901379
102.25,56.25,0,0.000803855017875321,0.000803855017875321,0.026466875585417
102.75,56.25,0,0.000240616920442941,0.000240616920442941,0.027880245509247
103.25,56.25,0,0.00282760596989344,0.00282760596989344,0.0299453021337589
103.75,56.25,0,0,0,0.020780677596728
104.25,56.25,0,0.00247053451215227,0.00247053451215227,0.0320803949609399
104.75,56.25,0,0,0,0.0255278838798404
105.25,56.25,0,0,0,0.0176524540409446
105.75,56.25,0,0.00113998626863273,0.00113998626863273,0.0194002229099472
106.25,56.25,0,0,0,0.0109817764721811
106.75,56.25,0,0,0,0.0214820401743054
107.25,56.25,0,0,0,0.0096348837018013
107.75,56.25,0,0.00200151409759807,0.00200151409759807,0.0368013627827167
108.25,56.25,0,0,0,0.0107853389965991
108.75,56.25,0,0,0,0.00103414583330353
109.25,56.25,0,0,0,3.82085251961447e-05
109.75,56.25,0,0,0,0
110.25,56.25,0,0,0,8.34569744938562e-06
110.75,56.25,0,0,0,0
111.25,56.25,0,0.000118394015832261,0.000118394015832261,2.16138663366413e-05
111.75,56.25,0,0,0,5.20423107748987e-06
112.25,56.25,0,0,0,0
112.75,56.25,0,0,0,1.33701477049423e-05
113.25,56.25,0,0,0,1.36256287153932e-05
113.75,56.25,0,0,0,0
114.25,56.25,0,0.00094056268571876,0.00094056268571876,3.07893910189705e-06
114.75,56.25,0,0.00212009007809684,0.00212009007809684,6.13153302235029e-06
115.25,56.25,0,0.000150577596893224,0.000150577596893224,4.76896990259471e-06
115.75,56.25,0,0.00196307889418677,0.00196307889418677,5.25796148546457e-07
116.25,56.25,0,0.00067077505227644,0.00067077505227644,1.53288325558757e-06
116.75,56.25,0,0,0,0
117.25,56.25,0,0,0,0
117.75,56.25,0,0,0,0
118.25,56.25,0,0,0,0
118.75,56.25,0,0,0,0
119.25,56.25,0,0,0,0
119.75,56.25,0,0,0,0
120.25,56.25,0,0,0,0
120.75,56.25,0,0.000536865959293209,0.000536865959293209,0.0017254893706801
121.25,56.25,0,0,0,0.00744956876151264
121.75,56.25,0,0,0,0.0133947015119096
122.25,56.25,0,0,0,0.0119252092515429
122.75,56.25,0,0,0,0.012515652521203
123.25,56.25,0,0,0,0.00401111710816622
123.75,56.25,0,0,0,0.00609187264926732
124.25,56.25,0,0,0,0.00221560384767751
124.75,56.25,0,0,0,0
125.25,56.25,0,0,0,0
125.75,56.25,0,0,0,0
126.25,56.25,0,0,0,0
126.75,56.25,0,0,0,0
127.25,56.25,0,0,0,0
127.75,56.25,0,0,0,0
128.25,56.25,0,0,0,0
128.75,56.25,0,0,0,0
129.25,56.25,0,0,0,0
129.75,56.25,0,0,0,0
130.25,56.25,0,0,0,0
130.75,56.25,0,0,0,0
131.25,56.25,0,0,0,0
131.75,56.25,0,0,0,0
132.25,56.25,0,0,0,0
132.75,56.25,0,0,0,0
133.25,56.25,0,0,0,0
133.75,56.25,0,0,0,0
134.25,56.25,0,0,0,0
134.75,56.25,0,0,0,0
135.25,56.25,0,0,0,0
135.75,56.25,0,0,0,4.59864981318484e-06
136.25,56.25,0,0,0,8.17537724439414e-06
136.75,56.25,0,0,0,1.30578942995877e-05
137.25,56.25,0,0,0,1.49314181574785e-05
137.75,56.25,0,0.000398335508604456,0.000398335508604456,5.70701763725386e-06
138.25,56.25,0,0,0,0
155.75,56.25,0,0,0,0
156.25,56.25,0,0,0,0
156.75,56.25,0,0,0,0
157.25,56.25,0,0,0,0
157.75,56.25,0,0,0,0
158.25,56.25,0,0,0,0
158.75,56.25,0,0,0,0
159.25,56.25,0,0,0,0
159.75,56.25,0,0,0,0
160.25,56.25,0,0,0,0
160.75,56.25,0,0,0,0
161.25,56.25,0,0,0,0
161.75,56.25,0,0,0,0
162.25,56.25,0,0,0,0
162.75,56.25,0,0,0,0
163.25,56.25,0,0,0,0
-162.25,55.75,0,1.69137798285609e-08,1.69137798285609e-08,0
-161.75,55.75,0,3.35029416949813e-08,3.35029416949813e-08,0
-161.25,55.75,0,3.64674271520945e-09,3.64674271520945e-09,0
-160.75,55.75,0,0,0,0
-160.25,55.75,0,0,0,0
-159.75,55.75,0,0,0,0
-159.25,55.75,0,0,0,0
-158.75,55.75,0,0,0,0
-134.25,55.75,0,0,0,0
-133.75,55.75,0,1.30729348768455e-07,1.30729348768455e-07,0
-133.25,55.75,0,5.1801542232018e-07,5.1801542232018e-07,0
-132.75,55.75,0,1.1204251002539e-07,1.1204251002539e-07,0
-132.25,55.75,0,1.87420313816726e-07,1.87420313816726e-07,0
-131.75,55.75,0,3.0368705357849e-08,3.0368705357849e-08,0
-131.25,55.75,0,0,0,0
-130.75,55.75,0,0,0,0
-130.25,55.75,0,4.08270780150167e-09,4.08270780150167e-09,0.00378892964993914
-129.75,55.75,0,0,0,0.0412471611052752
-129.25,55.75,0,0,0,0.0484927943597237
-128.75,55.75,0,0.000103269625590959,0.000103269625590959,0.00674417636667689
-128.25,55.75,0,0.00269472258320699,0.00269472258320699,0.0511531541744868
-127.75,55.75,0,0.00090818465493309,0.00090818465493309,0.0317740879952908
-127.25,55.75,0,0.000479027358232997,0.000479027358232997,0.0328440073877573
-126.75,55.75,0,0.00155139039658631,0.00155139039658631,0.0125430466607213
-126.25,55.75,0,0.0031032281772544,0.0031032281772544,0.0184486482913295
-125.75,55.75,0,0.00157523630963018,0.00157523630963018,0.0310646809016665
-125.25,55.75,0,0.000535133191927647,0.000535133191927647,0.0121013262930016
-124.75,55.75,0,0.000280346097133588,0.000280346097133588,0.00860940758138895
-124.25,55.75,0,0,0,0.0199872305616736
-123.75,55.75,0,0.00101531853045647,0.00101531853045647,0.00973328351974487
-123.25,55.75,0,0.0020645311800763,0.0020645311800763,0.0620203442871571
-122.75,55.75,0,0.0271936586747567,0.0271936586747567,0.0426918911437194
-122.25,55.75,0,0.0110762496168415,0.0110762496168415,0.0114856302427749
-121.75,55.75,0,0.0377433180809021,0.0377433180809021,0.023735259535412
-121.25,55.75,0,0.0932940927644571,0.0932940927644571,0.0497959102193515
-120.75,55.75,0,0.269951185087363,0.269951185087363,0.0879971149067084
-120.25,55.75,0,0.518173744281133,0.518173744281133,0.0387619495391846
-119.75,55.75,0,0.259824072321256,0.259824072321256,0.0141405223868787
-119.25,55.75,0,0.292441329360008,0.292441329360008,0.0235069220885634
-118.75,55.75,0,0.722404438257217,0.722404438257217,0.00362140076855818
-118.25,55.75,0,0.702551507949829,0.702551507949829,0.00242341228295118
-117.75,55.75,0,0.508419520656268,0.508419520656268,0.0060363177365313
-117.25,55.75,0,0.864848548173904,0.864848548173904,0.00050157338361411
-116.75,55.75,0,0.222341957191626,0.222341957191626,0.021130148631831
-116.25,55.75,0,0.169464927415053,0.169464927415053,0.018863653888305
-115.75,55.75,0,0.00878209671936929,0.00878209671936929,0.00714207701385021
-115.25,55.75,0,0.0263835882768035,0.0263835882768035,0.0266499536111951
-114.75,55.75,0,0.00304423404547075,0.00304423404547075,0.0284093238413334
-114.25,55.75,0,0.00267533186512689,0.00267533186512689,0.0208248669281602
-113.75,55.75,0,0.00573667006877561,0.00573667006877561,0.0161252561646203
-113.25,55.75,0,0.00195694827707484,0.00195694827707484,0.0450781804819902
-112.75,55.75,0,0.00565386307425797,0.00565386307425797,0.130702825884024
-112.25,55.75,0,0.0071572246029973,0.0071572246029973,0.0305911630392075
-111.75,55.75,0,0.00735039878636599,0.00735039878636599,0.0700377389788628
-111.25,55.75,0,0.00706309624947607,0.00706309624947607,0.0151429955847561
-110.75,55.75,0,0.0043397031724453,0.0043397031724453,0.00800221051710347
-110.25,55.75,0,0.0020263648009859,0.0020263648009859,0.00792954908683896
-109.75,55.75,0,6.3140353813651e-05,6.3140353813651e-05,0.00393752028079083
-109.25,55.75,0,0.00155571411596611,0.00155571411596611,0.00655207300248245
-108.75,55.75,0,0.00390077674916635,0.00390077674916635,0.0202856273700794
-108.25,55.75,0,0.000723011597680549,0.000723011597680549,0.0365629121661186
-107.75,55.75,0,0.00100191832558873,0.00100191832558873,0.0191197785859307
-107.25,55.75,0,0.00023829053825466,0.00023829053825466,0.00276587853829066
-106.75,55.75,0,6.3277396839112e-05,6.3277396839112e-05,0.00128747725393623
-106.25,55.75,0,0,0,0.000107468194619287
-105.75,55.75,0,0.00246197354669372,0.00246197354669372,0.0012814179295674
-105.25,55.75,0,0,0,4.56354048462041e-05
-104.75,55.75,0,0.000129152503116832,0.000129152503116832,0.000342444321722724
-104.25,55.75,0,0.0024383765955766,0.0024383765955766,0.00264488258399069
-103.75,55.75,0,0.000449854020068112,0.000449854020068112,0.00340050695619235
-103.25,55.75,0,0.000865358909747253,0.000865358909747253,0.00407173826824874
-102.75,55.75,0,0.00151921758661047,0.00151921758661047,0.00436272043734789
-102.25,55.75,0,0.00953175146132708,0.00953175146132708,0.00603235604551931
-101.75,55.75,0,0.00404598733875901,0.00404598733875901,0.00712997550144792
-101.25,55.75,0,0.0031688174776112,0.0031688174776112,0.00605292964416246
-100.75,55.75,0,0.000266344735670524,0.000266344735670524,0.000968519875702138
-100.25,55.75,0,0.000516430317657068,0.000516430317657068,0.00647992187490066
-99.75,55.75,0,0.0141529765290519,0.0141529765290519,0.00744034452363849
-99.25,55.75,0,0.00162175796770801,0.00162175796770801,0.00306415368492405
-98.75,55.75,0,0,0,0.000732489351260786
-98.25,55.75,0,0,0,0.000182284446782433
-97.75,55.75,0,0.00059463502257131,0.00059463502257131,0.000186466682256044
-97.25,55.75,0,6.63179785381847e-05,6.63179785381847e-05,0.00042105341660014
-96.75,55.75,0,0,0,0.000824788183672354
-96.25,55.75,0,0,0,8.16524123365525e-05
-95.75,55.75,0,0,0,0.000106116306172529
-95.25,55.75,0,0,0,7.82991250162013e-05
-94.75,55.75,0,0,0,0.000114492739036602
-94.25,55.75,0,0,0,0.000329105043783784
-93.75,55.75,0,0,0,6.77045560829962e-05
-93.25,55.75,0,0,0,6.03284856879327e-06
-92.75,55.75,0,0,0,9.53920201330523e-06
-92.25,55.75,0,0,0,0.000116935979409997
-91.75,55.75,0,0,0,0.000130811624694616
-91.25,55.75,0,0,0,0
-90.75,55.75,0,0,0,0
-90.25,55.75,0,0,0,0
-89.75,55.75,0,0,0,0
-89.25,55.75,0,0,0,0
-88.75,55.75,0,0,0,0
-88.25,55.75,0,0,0,7.19442329379187e-06
-87.75,55.75,0,0,0,1.29168385077113e-05
-87.25,55.75,0,0,0,0
-86.75,55.75,0,0,0,0
-86.25,55.75,0,0,0,0
-85.75,55.75,0,0,0,0
-79.75,55.75,0,0,0,0
-79.25,55.75,0,0,0,0
-77.25,55.75,0,0,0,0.000250664895186977
-76.75,55.75,0,0,0,0.00192407596235474
-76.25,55.75,0,0,0,0.000338691518603203
-75.75,55.75,0,0,0,2.72714894890669e-05
-75.25,55.75,0,0,0,7.6259349831768e-05
-74.75,55.75,0,0,0,5.75812592918131e-05
-74.25,55.75,0,0,0,2.24944011885479e-05
-73.75,55.75,0,0,0,0.000121721262742843
-73.25,55.75,0,0,0,0.000427891194703989
-72.75,55.75,0,0,0,0.000381651472222681
-72.25,55.75,0,0,0,0.00022076434737149
-71.75,55.75,0,0,0,0.00012102999559526
-71.25,55.75,0,0,0,0.000649952789535746
-70.75,55.75,0,0,0,0.00148483977342645
